"Month","Animal","State","Count"
1977 3,"Pigs","Tasmania",8200
1977 4,"Pigs","Tasmania",8000
1977 5,"Pigs","Tasmania",7900
1977 6,"Pigs","Tasmania",8600
1977 7,"Pigs","Tasmania",8100
1977 8,"Pigs","Tasmania",7300
1977 9,"Pigs","Tasmania",7300
1977 10,"Pigs","Tasmania",7100
1977 11,"Pigs","Tasmania",7500
1977 12,"Pigs","Tasmania",9500
1978 1,"Pigs","Tasmania",6100
1978 2,"Pigs","Tasmania",6900
1978 3,"Pigs","Tasmania",8500
1978 4,"Pigs","Tasmania",7800
1978 5,"Pigs","Tasmania",8300
1978 6,"Pigs","Tasmania",8000
1978 7,"Pigs","Tasmania",6800
1978 8,"Pigs","Tasmania",7800
1978 9,"Pigs","Tasmania",7800
1978 10,"Pigs","Tasmania",7300
1978 11,"Pigs","Tasmania",8400
1978 12,"Pigs","Tasmania",9100
1979 1,"Pigs","Tasmania",5700
1979 2,"Pigs","Tasmania",6400
1979 3,"Pigs","Tasmania",8800
1979 4,"Pigs","Tasmania",7200
1979 5,"Pigs","Tasmania",7500
1979 6,"Pigs","Tasmania",7800
1979 7,"Pigs","Tasmania",6500
1979 8,"Pigs","Tasmania",7300
1979 9,"Pigs","Tasmania",7600
1979 10,"Pigs","Tasmania",7300
1979 11,"Pigs","Tasmania",7000
1979 12,"Pigs","Tasmania",8300
1980 1,"Pigs","Tasmania",5900
1980 2,"Pigs","Tasmania",6500
1980 3,"Pigs","Tasmania",8600
1980 4,"Pigs","Tasmania",6700
1980 5,"Pigs","Tasmania",8900
1980 6,"Pigs","Tasmania",8100
1980 7,"Pigs","Tasmania",8100
1980 8,"Pigs","Tasmania",7400
1980 9,"Pigs","Tasmania",7200
1980 10,"Pigs","Tasmania",7100
1980 11,"Pigs","Tasmania",7200
1980 12,"Pigs","Tasmania",8700
1981 1,"Pigs","Tasmania",5700
1981 2,"Pigs","Tasmania",6900
1981 3,"Pigs","Tasmania",8200
1981 4,"Pigs","Tasmania",7500
1981 5,"Pigs","Tasmania",7000
1981 6,"Pigs","Tasmania",7700
1981 7,"Pigs","Tasmania",7000
1981 8,"Pigs","Tasmania",6500
1981 9,"Pigs","Tasmania",7000
1981 10,"Pigs","Tasmania",6800
1981 11,"Pigs","Tasmania",6400
1981 12,"Pigs","Tasmania",8500
1982 1,"Pigs","Tasmania",4600
1982 2,"Pigs","Tasmania",5000
1982 3,"Pigs","Tasmania",7300
1982 4,"Pigs","Tasmania",6100
1982 5,"Pigs","Tasmania",5600
1982 6,"Pigs","Tasmania",6300
1982 7,"Pigs","Tasmania",6500
1982 8,"Pigs","Tasmania",6100
1982 9,"Pigs","Tasmania",7100
1982 10,"Pigs","Tasmania",5800
1982 11,"Pigs","Tasmania",6000
1982 12,"Pigs","Tasmania",8900
1983 1,"Pigs","Tasmania",4900
1983 2,"Pigs","Tasmania",5700
1983 3,"Pigs","Tasmania",7700
1983 4,"Pigs","Tasmania",5300
1983 5,"Pigs","Tasmania",6200
1983 6,"Pigs","Tasmania",7100
1983 7,"Pigs","Tasmania",6900
1983 8,"Pigs","Tasmania",6300
1983 9,"Pigs","Tasmania",7700
1983 10,"Pigs","Tasmania",6300
1983 11,"Pigs","Tasmania",7400
1983 12,"Pigs","Tasmania",8800
1984 1,"Pigs","Tasmania",5400
1984 2,"Pigs","Tasmania",6000
1984 3,"Pigs","Tasmania",7200
1984 4,"Pigs","Tasmania",3800
1984 5,"Pigs","Tasmania",7000
1984 6,"Pigs","Tasmania",7600
1984 7,"Pigs","Tasmania",6500
1984 8,"Pigs","Tasmania",7700
1984 9,"Pigs","Tasmania",6400
1984 10,"Pigs","Tasmania",6200
1984 11,"Pigs","Tasmania",8200
1984 12,"Pigs","Tasmania",8100
1985 1,"Pigs","Tasmania",4600
1985 2,"Pigs","Tasmania",6400
1985 3,"Pigs","Tasmania",7900
1985 4,"Pigs","Tasmania",6400
1985 5,"Pigs","Tasmania",7800
1985 6,"Pigs","Tasmania",6900
1985 7,"Pigs","Tasmania",5900
1985 8,"Pigs","Tasmania",7600
1985 9,"Pigs","Tasmania",6600
1985 10,"Pigs","Tasmania",6000
1985 11,"Pigs","Tasmania",7000
1985 12,"Pigs","Tasmania",11600
1986 1,"Pigs","Tasmania",5200
1986 2,"Pigs","Tasmania",6100
1986 3,"Pigs","Tasmania",7900
1986 4,"Pigs","Tasmania",6100
1986 5,"Pigs","Tasmania",8500
1986 6,"Pigs","Tasmania",5900
1986 7,"Pigs","Tasmania",7200
1986 8,"Pigs","Tasmania",8200
1986 9,"Pigs","Tasmania",6600
1986 10,"Pigs","Tasmania",7700
1986 11,"Pigs","Tasmania",7300
1986 12,"Pigs","Tasmania",8800
1987 1,"Pigs","Tasmania",6300
1987 2,"Pigs","Tasmania",6700
1987 3,"Pigs","Tasmania",7100
1987 4,"Pigs","Tasmania",8800
1987 5,"Pigs","Tasmania",7200
1987 6,"Pigs","Tasmania",7700
1987 7,"Pigs","Tasmania",8000
1987 8,"Pigs","Tasmania",7400
1987 9,"Pigs","Tasmania",8100
1987 10,"Pigs","Tasmania",7800
1987 11,"Pigs","Tasmania",7200
1987 12,"Pigs","Tasmania",10800
1988 1,"Pigs","Tasmania",6500
1988 2,"Pigs","Tasmania",7700
1988 3,"Pigs","Tasmania",9500
1988 4,"Pigs","Tasmania",7400
1988 5,"Pigs","Tasmania",7800
1988 6,"Pigs","Tasmania",9300
1988 7,"Pigs","Tasmania",7600
1988 8,"Pigs","Tasmania",8800
1988 9,"Pigs","Tasmania",8500
1988 10,"Pigs","Tasmania",7700
1988 11,"Pigs","Tasmania",8300
1988 12,"Pigs","Tasmania",10300
1989 1,"Pigs","Tasmania",5800
1989 2,"Pigs","Tasmania",6700
1989 3,"Pigs","Tasmania",8400
1989 4,"Pigs","Tasmania",7300
1989 5,"Pigs","Tasmania",7500
1989 6,"Pigs","Tasmania",8800
1989 7,"Pigs","Tasmania",6900
1989 8,"Pigs","Tasmania",8600
1989 9,"Pigs","Tasmania",6900
1989 10,"Pigs","Tasmania",6800
1989 11,"Pigs","Tasmania",7400
1989 12,"Pigs","Tasmania",8000
1990 1,"Pigs","Tasmania",5100
1990 2,"Pigs","Tasmania",6700
1990 3,"Pigs","Tasmania",7400
1990 4,"Pigs","Tasmania",6500
1990 5,"Pigs","Tasmania",8000
1990 6,"Pigs","Tasmania",8400
1990 7,"Pigs","Tasmania",6200
1990 8,"Pigs","Tasmania",7400
1990 9,"Pigs","Tasmania",5900
1990 10,"Pigs","Tasmania",6200
1990 11,"Pigs","Tasmania",7200
1990 12,"Pigs","Tasmania",7200
1991 1,"Pigs","Tasmania",5400
1991 2,"Pigs","Tasmania",6500
1991 3,"Pigs","Tasmania",7900
1991 4,"Pigs","Tasmania",6200
1991 5,"Pigs","Tasmania",8000
1991 6,"Pigs","Tasmania",5700
1991 7,"Pigs","Tasmania",6100
1991 8,"Pigs","Tasmania",8500
1991 9,"Pigs","Tasmania",6000
1991 10,"Pigs","Tasmania",7400
1991 11,"Pigs","Tasmania",6700
1991 12,"Pigs","Tasmania",8000
1992 1,"Pigs","Tasmania",6200
1992 2,"Pigs","Tasmania",5800
1992 3,"Pigs","Tasmania",7300
1992 4,"Pigs","Tasmania",8700
1992 5,"Pigs","Tasmania",7100
1992 6,"Pigs","Tasmania",7200
1992 7,"Pigs","Tasmania",8800
1992 8,"Pigs","Tasmania",6500
1992 9,"Pigs","Tasmania",7000
1992 10,"Pigs","Tasmania",7600
1992 11,"Pigs","Tasmania",7800
1992 12,"Pigs","Tasmania",9800
1993 1,"Pigs","Tasmania",6000
1993 2,"Pigs","Tasmania",6400
1993 3,"Pigs","Tasmania",7500
1993 4,"Pigs","Tasmania",9400
1993 5,"Pigs","Tasmania",7200
1993 6,"Pigs","Tasmania",8600
1993 7,"Pigs","Tasmania",8900
1993 8,"Pigs","Tasmania",6900
1993 9,"Pigs","Tasmania",8100
1993 10,"Pigs","Tasmania",6400
1993 11,"Pigs","Tasmania",7900
1993 12,"Pigs","Tasmania",11200
1994 1,"Pigs","Tasmania",6600
1994 2,"Pigs","Tasmania",6600
1994 3,"Pigs","Tasmania",8200
1994 4,"Pigs","Tasmania",7500
1994 5,"Pigs","Tasmania",7800
1994 6,"Pigs","Tasmania",9900
1994 7,"Pigs","Tasmania",7600
1994 8,"Pigs","Tasmania",7300
1994 9,"Pigs","Tasmania",7900
1994 10,"Pigs","Tasmania",6700
1994 11,"Pigs","Tasmania",8000
1994 12,"Pigs","Tasmania",9700
1995 1,"Pigs","Tasmania",5800
1995 2,"Pigs","Tasmania",7000
1995 3,"Pigs","Tasmania",8800
1995 4,"Pigs","Tasmania",7200
1995 5,"Pigs","Tasmania",8200
1995 6,"Pigs","Tasmania",8600
1995 7,"Pigs","Tasmania",6900
1995 8,"Pigs","Tasmania",7700
1995 9,"Pigs","Tasmania",7200
1995 10,"Pigs","Tasmania",6600
1995 11,"Pigs","Tasmania",7300
1995 12,"Pigs","Tasmania",8800
1996 1,"Pigs","Tasmania",6500
1996 2,"Pigs","Tasmania",6700
1996 3,"Pigs","Tasmania",7600
1996 4,"Pigs","Tasmania",6400
1996 5,"Pigs","Tasmania",7700
1996 6,"Pigs","Tasmania",7000
1996 7,"Pigs","Tasmania",6900
1996 8,"Pigs","Tasmania",6000
1996 9,"Pigs","Tasmania",6000
1996 10,"Pigs","Tasmania",5600
1996 11,"Pigs","Tasmania",5300
1996 12,"Pigs","Tasmania",6700
1997 1,"Pigs","Tasmania",6500
1997 2,"Pigs","Tasmania",5900
1997 3,"Pigs","Tasmania",4700
1997 4,"Pigs","Tasmania",6500
1997 5,"Pigs","Tasmania",7500
1997 6,"Pigs","Tasmania",5900
1997 7,"Pigs","Tasmania",7700
1997 8,"Pigs","Tasmania",5700
1997 9,"Pigs","Tasmania",5400
1997 10,"Pigs","Tasmania",6800
1997 11,"Pigs","Tasmania",5700
1997 12,"Pigs","Tasmania",7500
1998 1,"Pigs","Tasmania",6900
1998 2,"Pigs","Tasmania",5600
1998 3,"Pigs","Tasmania",5400
1998 4,"Pigs","Tasmania",6200
1998 5,"Pigs","Tasmania",6700
1998 6,"Pigs","Tasmania",8400
1998 7,"Pigs","Tasmania",8500
1998 8,"Pigs","Tasmania",5900
1998 9,"Pigs","Tasmania",6900
1998 10,"Pigs","Tasmania",6200
1998 11,"Pigs","Tasmania",5300
1998 12,"Pigs","Tasmania",8000
1999 1,"Pigs","Tasmania",4800
1999 2,"Pigs","Tasmania",5200
1999 3,"Pigs","Tasmania",8500
1999 4,"Pigs","Tasmania",6800
1999 5,"Pigs","Tasmania",6400
1999 6,"Pigs","Tasmania",8800
1999 7,"Pigs","Tasmania",6600
1999 8,"Pigs","Tasmania",6500
1999 9,"Pigs","Tasmania",6900
1999 10,"Pigs","Tasmania",4500
1999 11,"Pigs","Tasmania",4700
1999 12,"Pigs","Tasmania",7200
2000 1,"Pigs","Tasmania",4300
2000 2,"Pigs","Tasmania",5300
2000 3,"Pigs","Tasmania",6800
2000 4,"Pigs","Tasmania",4900
2000 5,"Pigs","Tasmania",5700
2000 6,"Pigs","Tasmania",6700
2000 7,"Pigs","Tasmania",5000
2000 8,"Pigs","Tasmania",4800
2000 9,"Pigs","Tasmania",4800
2000 10,"Pigs","Tasmania",4100
2000 11,"Pigs","Tasmania",4000
2000 12,"Pigs","Tasmania",5300
2001 1,"Pigs","Tasmania",3800
2001 2,"Pigs","Tasmania",4200
2001 3,"Pigs","Tasmania",5700
2001 4,"Pigs","Tasmania",4900
2001 5,"Pigs","Tasmania",5000
2001 6,"Pigs","Tasmania",5900
2001 7,"Pigs","Tasmania",4200
2001 8,"Pigs","Tasmania",4500
2001 9,"Pigs","Tasmania",5100
2001 10,"Pigs","Tasmania",4800
2001 11,"Pigs","Tasmania",4500
2001 12,"Pigs","Tasmania",5400
2002 1,"Pigs","Tasmania",2900
2002 2,"Pigs","Tasmania",3700
2002 3,"Pigs","Tasmania",4700
2002 4,"Pigs","Tasmania",4100
2002 5,"Pigs","Tasmania",5100
2002 6,"Pigs","Tasmania",4100
2002 7,"Pigs","Tasmania",4000
2002 8,"Pigs","Tasmania",4300
2002 9,"Pigs","Tasmania",3800
2002 10,"Pigs","Tasmania",3600
2002 11,"Pigs","Tasmania",4400
2002 12,"Pigs","Tasmania",5000
2003 1,"Pigs","Tasmania",4000
2003 2,"Pigs","Tasmania",3500
2003 3,"Pigs","Tasmania",3600
2003 4,"Pigs","Tasmania",3500
2003 5,"Pigs","Tasmania",4300
2003 6,"Pigs","Tasmania",3800
2003 7,"Pigs","Tasmania",4000
2003 8,"Pigs","Tasmania",3900
2003 9,"Pigs","Tasmania",3700
2003 10,"Pigs","Tasmania",3800
2003 11,"Pigs","Tasmania",3400
2003 12,"Pigs","Tasmania",4500
2004 1,"Pigs","Tasmania",3700
2004 2,"Pigs","Tasmania",3400
2004 3,"Pigs","Tasmania",3600
2004 4,"Pigs","Tasmania",4200
2004 5,"Pigs","Tasmania",3400
2004 6,"Pigs","Tasmania",2600
2004 7,"Pigs","Tasmania",4300
2004 8,"Pigs","Tasmania",3800
2004 9,"Pigs","Tasmania",3400
2004 10,"Pigs","Tasmania",3800
2004 11,"Pigs","Tasmania",4600
2004 12,"Pigs","Tasmania",4800
2005 1,"Pigs","Tasmania",3000
2005 2,"Pigs","Tasmania",3200
2005 3,"Pigs","Tasmania",3700
2005 4,"Pigs","Tasmania",4000
2005 5,"Pigs","Tasmania",3400
2005 6,"Pigs","Tasmania",3400
2005 7,"Pigs","Tasmania",3100
2005 8,"Pigs","Tasmania",3900
2005 9,"Pigs","Tasmania",3400
2005 10,"Pigs","Tasmania",4100
2005 11,"Pigs","Tasmania",3300
2005 12,"Pigs","Tasmania",3700
2006 1,"Pigs","Tasmania",3300
2006 2,"Pigs","Tasmania",3200
2006 3,"Pigs","Tasmania",3500
2006 4,"Pigs","Tasmania",3800
2006 5,"Pigs","Tasmania",3200
2006 6,"Pigs","Tasmania",3300
2006 7,"Pigs","Tasmania",3800
2006 8,"Pigs","Tasmania",3700
2006 9,"Pigs","Tasmania",3100
2006 10,"Pigs","Tasmania",3800
2006 11,"Pigs","Tasmania",3300
2006 12,"Pigs","Tasmania",3800
2007 1,"Pigs","Tasmania",3100
2007 2,"Pigs","Tasmania",3000
2007 3,"Pigs","Tasmania",3300
2007 4,"Pigs","Tasmania",4100
2007 5,"Pigs","Tasmania",3500
2007 6,"Pigs","Tasmania",4100
2007 7,"Pigs","Tasmania",3300
2007 8,"Pigs","Tasmania",3300
2007 9,"Pigs","Tasmania",3600
2007 10,"Pigs","Tasmania",3300
2007 11,"Pigs","Tasmania",3100
2007 12,"Pigs","Tasmania",4000
2008 1,"Pigs","Tasmania",2900
2008 2,"Pigs","Tasmania",3000
2008 3,"Pigs","Tasmania",3800
2008 4,"Pigs","Tasmania",3700
2008 5,"Pigs","Tasmania",3200
2008 6,"Pigs","Tasmania",3000
2008 7,"Pigs","Tasmania",2900
2008 8,"Pigs","Tasmania",3200
2008 9,"Pigs","Tasmania",2600
2008 10,"Pigs","Tasmania",2600
2008 11,"Pigs","Tasmania",2900
2008 12,"Pigs","Tasmania",3200
2009 1,"Pigs","Tasmania",2300
2009 2,"Pigs","Tasmania",2900
2009 3,"Pigs","Tasmania",2900
2009 4,"Pigs","Tasmania",2700
2009 5,"Pigs","Tasmania",3100
2009 6,"Pigs","Tasmania",2700
2009 7,"Pigs","Tasmania",2600
2009 8,"Pigs","Tasmania",3100
2009 9,"Pigs","Tasmania",2600
2009 10,"Pigs","Tasmania",2000
2009 11,"Pigs","Tasmania",3200
2009 12,"Pigs","Tasmania",3200
2010 1,"Pigs","Tasmania",1800
2010 2,"Pigs","Tasmania",2000
2010 3,"Pigs","Tasmania",2400
2010 4,"Pigs","Tasmania",2600
2010 5,"Pigs","Tasmania",3200
2010 6,"Pigs","Tasmania",2700
2010 7,"Pigs","Tasmania",1300
2010 8,"Pigs","Tasmania",3100
2010 9,"Pigs","Tasmania",2900
2010 10,"Pigs","Tasmania",2600
2010 11,"Pigs","Tasmania",3300
2010 12,"Pigs","Tasmania",3400
2011 1,"Pigs","Tasmania",3500
2011 2,"Pigs","Tasmania",3000
2011 3,"Pigs","Tasmania",3200
2011 4,"Pigs","Tasmania",3000
2011 5,"Pigs","Tasmania",3500
2011 6,"Pigs","Tasmania",3200
2011 7,"Pigs","Tasmania",2700
2011 8,"Pigs","Tasmania",3200
2011 9,"Pigs","Tasmania",2600
2011 10,"Pigs","Tasmania",2700
2011 11,"Pigs","Tasmania",2900
2011 12,"Pigs","Tasmania",3500
2012 1,"Pigs","Tasmania",3000
2012 2,"Pigs","Tasmania",2800
2012 3,"Pigs","Tasmania",2900
2012 4,"Pigs","Tasmania",2700
2012 5,"Pigs","Tasmania",3100
2012 6,"Pigs","Tasmania",2700
2012 7,"Pigs","Tasmania",3500
2012 8,"Pigs","Tasmania",2800
2012 9,"Pigs","Tasmania",2500
2012 10,"Pigs","Tasmania",2600
2012 11,"Pigs","Tasmania",2700
2012 12,"Pigs","Tasmania",3500
2013 1,"Pigs","Tasmania",2500
2013 2,"Pigs","Tasmania",2800
2013 3,"Pigs","Tasmania",2900
2013 4,"Pigs","Tasmania",3300
2013 5,"Pigs","Tasmania",2900
2013 6,"Pigs","Tasmania",2800
2013 7,"Pigs","Tasmania",3600
2013 8,"Pigs","Tasmania",2800
2013 9,"Pigs","Tasmania",3200
2013 10,"Pigs","Tasmania",3100
2013 11,"Pigs","Tasmania",3000
2013 12,"Pigs","Tasmania",3900
2014 1,"Pigs","Tasmania",2600
2014 2,"Pigs","Tasmania",2700
2014 3,"Pigs","Tasmania",3100
2014 4,"Pigs","Tasmania",2900
2014 5,"Pigs","Tasmania",2800
2014 6,"Pigs","Tasmania",3000
2014 7,"Pigs","Tasmania",3000
2014 8,"Pigs","Tasmania",2500
2014 9,"Pigs","Tasmania",3200
2014 10,"Pigs","Tasmania",2700
2014 11,"Pigs","Tasmania",2600
2014 12,"Pigs","Tasmania",3200
2015 1,"Pigs","Tasmania",2400
2015 2,"Pigs","Tasmania",3200
2015 3,"Pigs","Tasmania",3500
2015 4,"Pigs","Tasmania",2800
2015 5,"Pigs","Tasmania",3400
2015 6,"Pigs","Tasmania",2800
2015 7,"Pigs","Tasmania",2600
2015 8,"Pigs","Tasmania",3000
2015 9,"Pigs","Tasmania",2300
2015 10,"Pigs","Tasmania",2500
2015 11,"Pigs","Tasmania",3100
2015 12,"Pigs","Tasmania",3500
2016 1,"Pigs","Tasmania",2200
2016 2,"Pigs","Tasmania",3200
2016 3,"Pigs","Tasmania",2800
2016 4,"Pigs","Tasmania",2800
2016 5,"Pigs","Tasmania",3400
2016 6,"Pigs","Tasmania",2900
2016 7,"Pigs","Tasmania",2800
2016 8,"Pigs","Tasmania",3400
2016 9,"Pigs","Tasmania",2500
2016 10,"Pigs","Tasmania",2500
2016 11,"Pigs","Tasmania",3300
2016 12,"Pigs","Tasmania",3300
2017 1,"Pigs","Tasmania",2100
2017 2,"Pigs","Tasmania",3100
2017 3,"Pigs","Tasmania",2600
2017 4,"Pigs","Tasmania",2600
2017 5,"Pigs","Tasmania",3200
2017 6,"Pigs","Tasmania",2700
2017 7,"Pigs","Tasmania",2900
2017 8,"Pigs","Tasmania",3400
2017 9,"Pigs","Tasmania",2700
2017 10,"Pigs","Tasmania",2600
2017 11,"Pigs","Tasmania",3400
2017 12,"Pigs","Tasmania",3700
2018 1,"Pigs","Tasmania",2200
2018 2,"Pigs","Tasmania",3000
2018 3,"Pigs","Tasmania",2600
2018 4,"Pigs","Tasmania",2700
2018 5,"Pigs","Tasmania",3500
2018 6,"Pigs","Tasmania",2800
2018 7,"Pigs","Tasmania",2700
2018 8,"Pigs","Tasmania",3300
2018 9,"Pigs","Tasmania",2700
2018 10,"Pigs","Tasmania",2600
2018 11,"Pigs","Tasmania",2000
2018 12,"Pigs","Tasmania",3400
1972 7,"Pigs","Victoria",94200
1972 8,"Pigs","Victoria",105700
1972 9,"Pigs","Victoria",96500
1972 10,"Pigs","Victoria",117100
1972 11,"Pigs","Victoria",104600
1972 12,"Pigs","Victoria",100500
1973 1,"Pigs","Victoria",94700
1973 2,"Pigs","Victoria",93900
1973 3,"Pigs","Victoria",93200
1973 4,"Pigs","Victoria",78000
1973 5,"Pigs","Victoria",122300
1973 6,"Pigs","Victoria",109600
1973 7,"Pigs","Victoria",114100
1973 8,"Pigs","Victoria",113200
1973 9,"Pigs","Victoria",93400
1973 10,"Pigs","Victoria",105900
1973 11,"Pigs","Victoria",94500
1973 12,"Pigs","Victoria",92100
1974 1,"Pigs","Victoria",72900
1974 2,"Pigs","Victoria",73100
1974 3,"Pigs","Victoria",77400
1974 4,"Pigs","Victoria",79800
1974 5,"Pigs","Victoria",88200
1974 6,"Pigs","Victoria",76800
1974 7,"Pigs","Victoria",121500
1974 8,"Pigs","Victoria",84200
1974 9,"Pigs","Victoria",78800
1974 10,"Pigs","Victoria",88600
1974 11,"Pigs","Victoria",85600
1974 12,"Pigs","Victoria",81200
1975 1,"Pigs","Victoria",64200
1975 2,"Pigs","Victoria",66500
1975 3,"Pigs","Victoria",74500
1975 4,"Pigs","Victoria",77300
1975 5,"Pigs","Victoria",78900
1975 6,"Pigs","Victoria",74400
1975 7,"Pigs","Victoria",83400
1975 8,"Pigs","Victoria",55200
1975 9,"Pigs","Victoria",71100
1975 10,"Pigs","Victoria",82900
1975 11,"Pigs","Victoria",75300
1975 12,"Pigs","Victoria",86400
1976 1,"Pigs","Victoria",61900
1976 2,"Pigs","Victoria",67200
1976 3,"Pigs","Victoria",77000
1976 4,"Pigs","Victoria",69600
1976 5,"Pigs","Victoria",74400
1976 6,"Pigs","Victoria",77600
1976 7,"Pigs","Victoria",86300
1976 8,"Pigs","Victoria",83200
1976 9,"Pigs","Victoria",71200
1976 10,"Pigs","Victoria",77300
1976 11,"Pigs","Victoria",84100
1976 12,"Pigs","Victoria",88400
1977 1,"Pigs","Victoria",64600
1977 2,"Pigs","Victoria",72100
1977 3,"Pigs","Victoria",76800
1977 4,"Pigs","Victoria",67000
1977 5,"Pigs","Victoria",74000
1977 6,"Pigs","Victoria",89900
1977 7,"Pigs","Victoria",93500
1977 8,"Pigs","Victoria",92500
1977 9,"Pigs","Victoria",82600
1977 10,"Pigs","Victoria",84700
1977 11,"Pigs","Victoria",91200
1977 12,"Pigs","Victoria",90700
1978 1,"Pigs","Victoria",70000
1978 2,"Pigs","Victoria",75000
1978 3,"Pigs","Victoria",82000
1978 4,"Pigs","Victoria",76500
1978 5,"Pigs","Victoria",90100
1978 6,"Pigs","Victoria",88000
1978 7,"Pigs","Victoria",89100
1978 8,"Pigs","Victoria",91700
1978 9,"Pigs","Victoria",77300
1978 10,"Pigs","Victoria",85000
1978 11,"Pigs","Victoria",87300
1978 12,"Pigs","Victoria",79200
1979 1,"Pigs","Victoria",74100
1979 2,"Pigs","Victoria",69000
1979 3,"Pigs","Victoria",76900
1979 4,"Pigs","Victoria",72100
1979 5,"Pigs","Victoria",81600
1979 6,"Pigs","Victoria",77800
1979 7,"Pigs","Victoria",84400
1979 8,"Pigs","Victoria",86600
1979 9,"Pigs","Victoria",70500
1979 10,"Pigs","Victoria",84400
1979 11,"Pigs","Victoria",88900
1979 12,"Pigs","Victoria",83800
1980 1,"Pigs","Victoria",76400
1980 2,"Pigs","Victoria",71900
1980 3,"Pigs","Victoria",33900
1980 4,"Pigs","Victoria",96400
1980 5,"Pigs","Victoria",105100
1980 6,"Pigs","Victoria",95700
1980 7,"Pigs","Victoria",110600
1980 8,"Pigs","Victoria",100300
1980 9,"Pigs","Victoria",94100
1980 10,"Pigs","Victoria",103100
1980 11,"Pigs","Victoria",90600
1980 12,"Pigs","Victoria",101500
1981 1,"Pigs","Victoria",76900
1981 2,"Pigs","Victoria",81300
1981 3,"Pigs","Victoria",91600
1981 4,"Pigs","Victoria",96200
1981 5,"Pigs","Victoria",102700
1981 6,"Pigs","Victoria",100300
1981 7,"Pigs","Victoria",103500
1981 8,"Pigs","Victoria",97000
1981 9,"Pigs","Victoria",95200
1981 10,"Pigs","Victoria",91700
1981 11,"Pigs","Victoria",101300
1981 12,"Pigs","Victoria",109600
1982 1,"Pigs","Victoria",76900
1982 2,"Pigs","Victoria",85800
1982 3,"Pigs","Victoria",95200
1982 4,"Pigs","Victoria",93800
1982 5,"Pigs","Victoria",98200
1982 6,"Pigs","Victoria",97900
1982 7,"Pigs","Victoria",100300
1982 8,"Pigs","Victoria",94100
1982 9,"Pigs","Victoria",102700
1982 10,"Pigs","Victoria",77900
1982 11,"Pigs","Victoria",93600
1982 12,"Pigs","Victoria",117100
1983 1,"Pigs","Victoria",81200
1983 2,"Pigs","Victoria",88400
1983 3,"Pigs","Victoria",106200
1983 4,"Pigs","Victoria",91900
1983 5,"Pigs","Victoria",104100
1983 6,"Pigs","Victoria",110000
1983 7,"Pigs","Victoria",97900
1983 8,"Pigs","Victoria",105400
1983 9,"Pigs","Victoria",96500
1983 10,"Pigs","Victoria",97600
1983 11,"Pigs","Victoria",109500
1983 12,"Pigs","Victoria",110200
1984 1,"Pigs","Victoria",91000
1984 2,"Pigs","Victoria",99000
1984 3,"Pigs","Victoria",107200
1984 4,"Pigs","Victoria",94200
1984 5,"Pigs","Victoria",115100
1984 6,"Pigs","Victoria",113700
1984 7,"Pigs","Victoria",114500
1984 8,"Pigs","Victoria",120100
1984 9,"Pigs","Victoria",93600
1984 10,"Pigs","Victoria",110900
1984 11,"Pigs","Victoria",103300
1984 12,"Pigs","Victoria",120200
1985 1,"Pigs","Victoria",103100
1985 2,"Pigs","Victoria",103400
1985 3,"Pigs","Victoria",111300
1985 4,"Pigs","Victoria",106200
1985 5,"Pigs","Victoria",111600
1985 6,"Pigs","Victoria",99400
1985 7,"Pigs","Victoria",102000
1985 8,"Pigs","Victoria",85300
1985 9,"Pigs","Victoria",87000
1985 10,"Pigs","Victoria",100600
1985 11,"Pigs","Victoria",89500
1985 12,"Pigs","Victoria",89300
1986 1,"Pigs","Victoria",82700
1986 2,"Pigs","Victoria",79500
1986 3,"Pigs","Victoria",74800
1986 4,"Pigs","Victoria",73800
1986 5,"Pigs","Victoria",77000
1986 6,"Pigs","Victoria",78400
1986 7,"Pigs","Victoria",87000
1986 8,"Pigs","Victoria",75900
1986 9,"Pigs","Victoria",69600
1986 10,"Pigs","Victoria",75700
1986 11,"Pigs","Victoria",64200
1986 12,"Pigs","Victoria",77400
1987 1,"Pigs","Victoria",63300
1987 2,"Pigs","Victoria",59400
1987 3,"Pigs","Victoria",78300
1987 4,"Pigs","Victoria",72400
1987 5,"Pigs","Victoria",56000
1987 6,"Pigs","Victoria",69800
1987 7,"Pigs","Victoria",85500
1987 8,"Pigs","Victoria",70100
1987 9,"Pigs","Victoria",79100
1987 10,"Pigs","Victoria",85800
1987 11,"Pigs","Victoria",81800
1987 12,"Pigs","Victoria",86900
1988 1,"Pigs","Victoria",69100
1988 2,"Pigs","Victoria",79600
1988 3,"Pigs","Victoria",88200
1988 4,"Pigs","Victoria",66700
1988 5,"Pigs","Victoria",72300
1988 6,"Pigs","Victoria",73400
1988 7,"Pigs","Victoria",76100
1988 8,"Pigs","Victoria",86100
1988 9,"Pigs","Victoria",75400
1988 10,"Pigs","Victoria",74000
1988 11,"Pigs","Victoria",78100
1988 12,"Pigs","Victoria",78600
1989 1,"Pigs","Victoria",66300
1989 2,"Pigs","Victoria",73800
1989 3,"Pigs","Victoria",80000
1989 4,"Pigs","Victoria",70700
1989 5,"Pigs","Victoria",81800
1989 6,"Pigs","Victoria",75600
1989 7,"Pigs","Victoria",75500
1989 8,"Pigs","Victoria",82200
1989 9,"Pigs","Victoria",75300
