"","Quarter","Region","State","Purpose","Trips"
"23346",16161,"Whitsundays","Queensland","Visiting",27.9111713
"23347",16252,"Whitsundays","Queensland","Visiting",16.8688283
"23348",16344,"Whitsundays","Queensland","Visiting",16.3739041
"23349",16436,"Whitsundays","Queensland","Visiting",22.717683
"23350",16526,"Whitsundays","Queensland","Visiting",19.8758028
"23351",16617,"Whitsundays","Queensland","Visiting",27.8177509
"23352",16709,"Whitsundays","Queensland","Visiting",22.9877879
"23353",16801,"Whitsundays","Queensland","Visiting",18.1218527
"23354",16892,"Whitsundays","Queensland","Visiting",27.0187077
"23355",16983,"Whitsundays","Queensland","Visiting",32.0551348
"23356",17075,"Whitsundays","Queensland","Visiting",19.9612197
"23357",17167,"Whitsundays","Queensland","Visiting",14.1732598
"23358",17257,"Whitsundays","Queensland","Visiting",25.9662701
"23359",17348,"Whitsundays","Queensland","Visiting",19.519091
"23360",17440,"Whitsundays","Queensland","Visiting",29.2072216
"23361",10227,"Wilderness West","Tasmania","Business",2.9338293
"23362",10317,"Wilderness West","Tasmania","Business",3.2703334
"23363",10408,"Wilderness West","Tasmania","Business",8.47923
"23364",10500,"Wilderness West","Tasmania","Business",7.6612042
"23365",10592,"Wilderness West","Tasmania","Business",9.979287
"23366",10682,"Wilderness West","Tasmania","Business",4.4019319
"23367",10773,"Wilderness West","Tasmania","Business",3.5702582
"23368",10865,"Wilderness West","Tasmania","Business",2.92904
"23369",10957,"Wilderness West","Tasmania","Business",3.7802278
"23370",11048,"Wilderness West","Tasmania","Business",10.555722
"23371",11139,"Wilderness West","Tasmania","Business",8.1101697
"23372",11231,"Wilderness West","Tasmania","Business",21.2937807
"23373",11323,"Wilderness West","Tasmania","Business",8.693695
"23374",11413,"Wilderness West","Tasmania","Business",1.5712714
"23375",11504,"Wilderness West","Tasmania","Business",3.1453709
"23376",11596,"Wilderness West","Tasmania","Business",4.062477
"23377",11688,"Wilderness West","Tasmania","Business",6.0262046
"23378",11778,"Wilderness West","Tasmania","Business",7.6724403
"23379",11869,"Wilderness West","Tasmania","Business",1.0501873
"23380",11961,"Wilderness West","Tasmania","Business",2.0888726
"23381",12053,"Wilderness West","Tasmania","Business",4.8101051
"23382",12143,"Wilderness West","Tasmania","Business",3.0880368
"23383",12234,"Wilderness West","Tasmania","Business",0.8131971
"23384",12326,"Wilderness West","Tasmania","Business",1.4614031
"23385",12418,"Wilderness West","Tasmania","Business",9.6135667
"23386",12509,"Wilderness West","Tasmania","Business",4.8060702
"23387",12600,"Wilderness West","Tasmania","Business",2.5350594
"23388",12692,"Wilderness West","Tasmania","Business",3.6042005
"23389",12784,"Wilderness West","Tasmania","Business",6.479207
"23390",12874,"Wilderness West","Tasmania","Business",4.275318
"23391",12965,"Wilderness West","Tasmania","Business",0
"23392",13057,"Wilderness West","Tasmania","Business",5.38856
"23393",13149,"Wilderness West","Tasmania","Business",3.160293
"23394",13239,"Wilderness West","Tasmania","Business",2.876753
"23395",13330,"Wilderness West","Tasmania","Business",2.033611
"23396",13422,"Wilderness West","Tasmania","Business",1.573341
"23397",13514,"Wilderness West","Tasmania","Business",1.800772
"23398",13604,"Wilderness West","Tasmania","Business",2.8998748
"23399",13695,"Wilderness West","Tasmania","Business",7.757016
"23400",13787,"Wilderness West","Tasmania","Business",9.1461247
"23401",13879,"Wilderness West","Tasmania","Business",1.3924832
"23402",13970,"Wilderness West","Tasmania","Business",7.8185805
"23403",14061,"Wilderness West","Tasmania","Business",8.7782364
"23404",14153,"Wilderness West","Tasmania","Business",1.4940261
"23405",14245,"Wilderness West","Tasmania","Business",0.8311598
"23406",14335,"Wilderness West","Tasmania","Business",0
"23407",14426,"Wilderness West","Tasmania","Business",7.3611398
"23408",14518,"Wilderness West","Tasmania","Business",1.0955001
"23409",14610,"Wilderness West","Tasmania","Business",1.5619309
"23410",14700,"Wilderness West","Tasmania","Business",6.147065
"23411",14791,"Wilderness West","Tasmania","Business",3.7628041
"23412",14883,"Wilderness West","Tasmania","Business",1.6165326
"23413",14975,"Wilderness West","Tasmania","Business",6.8109356
"23414",15065,"Wilderness West","Tasmania","Business",4.7609159
"23415",15156,"Wilderness West","Tasmania","Business",5.1166056
"23416",15248,"Wilderness West","Tasmania","Business",6.5660593
"23417",15340,"Wilderness West","Tasmania","Business",0.6903296
"23418",15431,"Wilderness West","Tasmania","Business",4.4293037
"23419",15522,"Wilderness West","Tasmania","Business",1.5154189
"23420",15614,"Wilderness West","Tasmania","Business",11.0912138
"23421",15706,"Wilderness West","Tasmania","Business",3.1521444
"23422",15796,"Wilderness West","Tasmania","Business",7.806827
"23423",15887,"Wilderness West","Tasmania","Business",2.5969408
"23424",15979,"Wilderness West","Tasmania","Business",4.7455984
"23425",16071,"Wilderness West","Tasmania","Business",0.7272976
"23426",16161,"Wilderness West","Tasmania","Business",8.6523773
"23427",16252,"Wilderness West","Tasmania","Business",1.5857476
"23428",16344,"Wilderness West","Tasmania","Business",6.5705799
"23429",16436,"Wilderness West","Tasmania","Business",6.50447
"23430",16526,"Wilderness West","Tasmania","Business",3.9177391
"23431",16617,"Wilderness West","Tasmania","Business",0
"23432",16709,"Wilderness West","Tasmania","Business",5.8030409
"23433",16801,"Wilderness West","Tasmania","Business",0.9566906
"23434",16892,"Wilderness West","Tasmania","Business",3.5582838
"23435",16983,"Wilderness West","Tasmania","Business",9.3308803
"23436",17075,"Wilderness West","Tasmania","Business",0.7949179
"23437",17167,"Wilderness West","Tasmania","Business",0
"23438",17257,"Wilderness West","Tasmania","Business",9.2811763
"23439",17348,"Wilderness West","Tasmania","Business",16.2663675
"23440",17440,"Wilderness West","Tasmania","Business",14.5056776
"23441",10227,"Wilderness West","Tasmania","Holiday",58.3291075
"23442",10317,"Wilderness West","Tasmania","Holiday",37.4595124
"23443",10408,"Wilderness West","Tasmania","Holiday",9.2454441
"23444",10500,"Wilderness West","Tasmania","Holiday",42.4605532
"23445",10592,"Wilderness West","Tasmania","Holiday",45.8789257
"23446",10682,"Wilderness West","Tasmania","Holiday",28.1734093
"23447",10773,"Wilderness West","Tasmania","Holiday",7.232301
"23448",10865,"Wilderness West","Tasmania","Holiday",38.6191642
"23449",10957,"Wilderness West","Tasmania","Holiday",45.7947068
"23450",11048,"Wilderness West","Tasmania","Holiday",19.6184858
"23451",11139,"Wilderness West","Tasmania","Holiday",23.7249375
"23452",11231,"Wilderness West","Tasmania","Holiday",41.8379769
"23453",11323,"Wilderness West","Tasmania","Holiday",45.1835212
"23454",11413,"Wilderness West","Tasmania","Holiday",56.0377983
"23455",11504,"Wilderness West","Tasmania","Holiday",11.6455049
"23456",11596,"Wilderness West","Tasmania","Holiday",10.5256022
"23457",11688,"Wilderness West","Tasmania","Holiday",49.7242926
"23458",11778,"Wilderness West","Tasmania","Holiday",29.4991451
"23459",11869,"Wilderness West","Tasmania","Holiday",14.963984
"23460",11961,"Wilderness West","Tasmania","Holiday",39.1741879
"23461",12053,"Wilderness West","Tasmania","Holiday",41.4982452
"23462",12143,"Wilderness West","Tasmania","Holiday",44.0352553
"23463",12234,"Wilderness West","Tasmania","Holiday",20.3176808
"23464",12326,"Wilderness West","Tasmania","Holiday",38.3068709
"23465",12418,"Wilderness West","Tasmania","Holiday",84.8803603
"23466",12509,"Wilderness West","Tasmania","Holiday",39.3318102
"23467",12600,"Wilderness West","Tasmania","Holiday",8.1457727
"23468",12692,"Wilderness West","Tasmania","Holiday",46.759181
"23469",12784,"Wilderness West","Tasmania","Holiday",56.2299968
"23470",12874,"Wilderness West","Tasmania","Holiday",30.5318991
"23471",12965,"Wilderness West","Tasmania","Holiday",21.4946682
"23472",13057,"Wilderness West","Tasmania","Holiday",29.6745531
"23473",13149,"Wilderness West","Tasmania","Holiday",49.196247
"23474",13239,"Wilderness West","Tasmania","Holiday",44.542658
"23475",13330,"Wilderness West","Tasmania","Holiday",4.266286
"23476",13422,"Wilderness West","Tasmania","Holiday",23.264524
"23477",13514,"Wilderness West","Tasmania","Holiday",50.5594863
"23478",13604,"Wilderness West","Tasmania","Holiday",40.025958
"23479",13695,"Wilderness West","Tasmania","Holiday",19.0743555
"23480",13787,"Wilderness West","Tasmania","Holiday",44.2774169
"23481",13879,"Wilderness West","Tasmania","Holiday",64.1466599
"23482",13970,"Wilderness West","Tasmania","Holiday",37.6918626
"23483",14061,"Wilderness West","Tasmania","Holiday",11.3817714
"23484",14153,"Wilderness West","Tasmania","Holiday",14.7438164
"23485",14245,"Wilderness West","Tasmania","Holiday",61.6079716
"23486",14335,"Wilderness West","Tasmania","Holiday",26.5026447
"23487",14426,"Wilderness West","Tasmania","Holiday",18.3990733
"23488",14518,"Wilderness West","Tasmania","Holiday",35.9343849
"23489",14610,"Wilderness West","Tasmania","Holiday",58.0775077
"23490",14700,"Wilderness West","Tasmania","Holiday",44.6129925
"23491",14791,"Wilderness West","Tasmania","Holiday",16.1513138
"23492",14883,"Wilderness West","Tasmania","Holiday",28.3880037
"23493",14975,"Wilderness West","Tasmania","Holiday",36.0503264
"23494",15065,"Wilderness West","Tasmania","Holiday",15.7796284
"23495",15156,"Wilderness West","Tasmania","Holiday",4.5412488
"23496",15248,"Wilderness West","Tasmania","Holiday",14.5680511
"23497",15340,"Wilderness West","Tasmania","Holiday",44.5397919
"23498",15431,"Wilderness West","Tasmania","Holiday",17.0676986
"23499",15522,"Wilderness West","Tasmania","Holiday",3.8076233
"23500",15614,"Wilderness West","Tasmania","Holiday",22.505589
"23501",15706,"Wilderness West","Tasmania","Holiday",47.2501025
"23502",15796,"Wilderness West","Tasmania","Holiday",25.8403298
"23503",15887,"Wilderness West","Tasmania","Holiday",13.39509
"23504",15979,"Wilderness West","Tasmania","Holiday",26.2781782
"23505",16071,"Wilderness West","Tasmania","Holiday",58.3048194
"23506",16161,"Wilderness West","Tasmania","Holiday",35.7884421
"23507",16252,"Wilderness West","Tasmania","Holiday",7.2006849
"23508",16344,"Wilderness West","Tasmania","Holiday",25.1425557
"23509",16436,"Wilderness West","Tasmania","Holiday",65.1151541
"23510",16526,"Wilderness West","Tasmania","Holiday",8.4092422
"23511",16617,"Wilderness West","Tasmania","Holiday",11.2963425
"23512",16709,"Wilderness West","Tasmania","Holiday",21.3373862
"23513",16801,"Wilderness West","Tasmania","Holiday",42.1811316
"23514",16892,"Wilderness West","Tasmania","Holiday",23.4938164
"23515",16983,"Wilderness West","Tasmania","Holiday",9.61307
"23516",17075,"Wilderness West","Tasmania","Holiday",29.7791369
"23517",17167,"Wilderness West","Tasmania","Holiday",57.0283517
"23518",17257,"Wilderness West","Tasmania","Holiday",18.9487801
"23519",17348,"Wilderness West","Tasmania","Holiday",11.5236288
"23520",17440,"Wilderness West","Tasmania","Holiday",32.9402821
"23521",10227,"Wilderness West","Tasmania","Other",0.7258965
"23522",10317,"Wilderness West","Tasmania","Other",0
"23523",10408,"Wilderness West","Tasmania","Other",0
"23524",10500,"Wilderness West","Tasmania","Other",0
"23525",10592,"Wilderness West","Tasmania","Other",0
"23526",10682,"Wilderness West","Tasmania","Other",0
"23527",10773,"Wilderness West","Tasmania","Other",0
"23528",10865,"Wilderness West","Tasmania","Other",0
"23529",10957,"Wilderness West","Tasmania","Other",0.9660484
"23530",11048,"Wilderness West","Tasmania","Other",1.7469639
"23531",11139,"Wilderness West","Tasmania","Other",0
"23532",11231,"Wilderness West","Tasmania","Other",1.0840985
"23533",11323,"Wilderness West","Tasmania","Other",0
"23534",11413,"Wilderness West","Tasmania","Other",0
"23535",11504,"Wilderness West","Tasmania","Other",0
"23536",11596,"Wilderness West","Tasmania","Other",3.7472242
"23537",11688,"Wilderness West","Tasmania","Other",0
"23538",11778,"Wilderness West","Tasmania","Other",0
"23539",11869,"Wilderness West","Tasmania","Other",0
"23540",11961,"Wilderness West","Tasmania","Other",0
"23541",12053,"Wilderness West","Tasmania","Other",0.6507911
"23542",12143,"Wilderness West","Tasmania","Other",0
"23543",12234,"Wilderness West","Tasmania","Other",0
"23544",12326,"Wilderness West","Tasmania","Other",0
"23545",12418,"Wilderness West","Tasmania","Other",0
"23546",12509,"Wilderness West","Tasmania","Other",1.9257539
"23547",12600,"Wilderness West","Tasmania","Other",0
"23548",12692,"Wilderness West","Tasmania","Other",0
"23549",12784,"Wilderness West","Tasmania","Other",10.2782244
"23550",12874,"Wilderness West","Tasmania","Other",0
"23551",12965,"Wilderness West","Tasmania","Other",0
"23552",13057,"Wilderness West","Tasmania","Other",1.6271071
"23553",13149,"Wilderness West","Tasmania","Other",0
"23554",13239,"Wilderness West","Tasmania","Other",0
"23555",13330,"Wilderness West","Tasmania","Other",0
"23556",13422,"Wilderness West","Tasmania","Other",2.971372
"23557",13514,"Wilderness West","Tasmania","Other",0.9505069
"23558",13604,"Wilderness West","Tasmania","Other",1.1169839
"23559",13695,"Wilderness West","Tasmania","Other",0
"23560",13787,"Wilderness West","Tasmania","Other",0
"23561",13879,"Wilderness West","Tasmania","Other",0.7590588
"23562",13970,"Wilderness West","Tasmania","Other",0
"23563",14061,"Wilderness West","Tasmania","Other",0
"23564",14153,"Wilderness West","Tasmania","Other",0
"23565",14245,"Wilderness West","Tasmania","Other",0
"23566",14335,"Wilderness West","Tasmania","Other",0.9028496
"23567",14426,"Wilderness West","Tasmania","Other",0
"23568",14518,"Wilderness West","Tasmania","Other",0
"23569",14610,"Wilderness West","Tasmania","Other",0.2927696
"23570",14700,"Wilderness West","Tasmania","Other",0
"23571",14791,"Wilderness West","Tasmania","Other",0
"23572",14883,"Wilderness West","Tasmania","Other",0
"23573",14975,"Wilderness West","Tasmania","Other",0.7049515
"23574",15065,"Wilderness West","Tasmania","Other",0
"23575",15156,"Wilderness West","Tasmania","Other",0
"23576",15248,"Wilderness West","Tasmania","Other",0
"23577",15340,"Wilderness West","Tasmania","Other",0
"23578",15431,"Wilderness West","Tasmania","Other",0
"23579",15522,"Wilderness West","Tasmania","Other",0
"23580",15614,"Wilderness West","Tasmania","Other",0
"23581",15706,"Wilderness West","Tasmania","Other",0
"23582",15796,"Wilderness West","Tasmania","Other",0
"23583",15887,"Wilderness West","Tasmania","Other",0
"23584",15979,"Wilderness West","Tasmania","Other",1.9051276
"23585",16071,"Wilderness West","Tasmania","Other",0
"23586",16161,"Wilderness West","Tasmania","Other",0
"23587",16252,"Wilderness West","Tasmania","Other",0
"23588",16344,"Wilderness West","Tasmania","Other",0
"23589",16436,"Wilderness West","Tasmania","Other",1.1069541
"23590",16526,"Wilderness West","Tasmania","Other",0
"23591",16617,"Wilderness West","Tasmania","Other",0
"23592",16709,"Wilderness West","Tasmania","Other",3.1891374
"23593",16801,"Wilderness West","Tasmania","Other",0
"23594",16892,"Wilderness West","Tasmania","Other",0.3601901
"23595",16983,"Wilderness West","Tasmania","Other",1.2494613
"23596",17075,"Wilderness West","Tasmania","Other",0
"23597",17167,"Wilderness West","Tasmania","Other",0
"23598",17257,"Wilderness West","Tasmania","Other",0
"23599",17348,"Wilderness West","Tasmania","Other",0
"23600",17440,"Wilderness West","Tasmania","Other",0
"23601",10227,"Wilderness West","Tasmania","Visiting",1.346264
"23602",10317,"Wilderness West","Tasmania","Visiting",1.87723
"23603",10408,"Wilderness West","Tasmania","Visiting",1.1265401
"23604",10500,"Wilderness West","Tasmania","Visiting",0.3292079
"23605",10592,"Wilderness West","Tasmania","Visiting",4.0297901
"23606",10682,"Wilderness West","Tasmania","Visiting",5.1489419
"23607",10773,"Wilderness West","Tasmania","Visiting",0
"23608",10865,"Wilderness West","Tasmania","Visiting",2.8652772
"23609",10957,"Wilderness West","Tasmania","Visiting",3.6551345
"23610",11048,"Wilderness West","Tasmania","Visiting",7.1718264
"23611",11139,"Wilderness West","Tasmania","Visiting",1.2079442
"23612",11231,"Wilderness West","Tasmania","Visiting",1.7689816
"23613",11323,"Wilderness West","Tasmania","Visiting",1.329852
"23614",11413,"Wilderness West","Tasmania","Visiting",2.6593434
"23615",11504,"Wilderness West","Tasmania","Visiting",0.8451975
"23616",11596,"Wilderness West","Tasmania","Visiting",1.8385059
"23617",11688,"Wilderness West","Tasmania","Visiting",3.9192469
"23618",11778,"Wilderness West","Tasmania","Visiting",3.9900366
"23619",11869,"Wilderness West","Tasmania","Visiting",2.537828
"23620",11961,"Wilderness West","Tasmania","Visiting",2.0193166
"23621",12053,"Wilderness West","Tasmania","Visiting",2.9117063
"23622",12143,"Wilderness West","Tasmania","Visiting",3.9301965
"23623",12234,"Wilderness West","Tasmania","Visiting",0.5996587
"23624",12326,"Wilderness West","Tasmania","Visiting",0.390593
"23625",12418,"Wilderness West","Tasmania","Visiting",5.3842512
"23626",12509,"Wilderness West","Tasmania","Visiting",8.4205541
"23627",12600,"Wilderness West","Tasmania","Visiting",1.3881451
"23628",12692,"Wilderness West","Tasmania","Visiting",3.8346107
"23629",12784,"Wilderness West","Tasmania","Visiting",3.5991348
"23630",12874,"Wilderness West","Tasmania","Visiting",2.512052
"23631",12965,"Wilderness West","Tasmania","Visiting",4.1227623
"23632",13057,"Wilderness West","Tasmania","Visiting",1.2561205
"23633",13149,"Wilderness West","Tasmania","Visiting",2.05561
"23634",13239,"Wilderness West","Tasmania","Visiting",4.539947
"23635",13330,"Wilderness West","Tasmania","Visiting",0.314396
"23636",13422,"Wilderness West","Tasmania","Visiting",0.294865
"23637",13514,"Wilderness West","Tasmania","Visiting",9.4751364
"23638",13604,"Wilderness West","Tasmania","Visiting",1.9576558
"23639",13695,"Wilderness West","Tasmania","Visiting",2.3876436
"23640",13787,"Wilderness West","Tasmania","Visiting",1.9210226
"23641",13879,"Wilderness West","Tasmania","Visiting",1.8013681
"23642",13970,"Wilderness West","Tasmania","Visiting",2.3045608
"23643",14061,"Wilderness West","Tasmania","Visiting",1.3744415
"23644",14153,"Wilderness West","Tasmania","Visiting",5.6669374
"23645",14245,"Wilderness West","Tasmania","Visiting",2.1156081
"23646",14335,"Wilderness West","Tasmania","Visiting",0.9757621
"23647",14426,"Wilderness West","Tasmania","Visiting",2.144331
"23648",14518,"Wilderness West","Tasmania","Visiting",4.1311109
"23649",14610,"Wilderness West","Tasmania","Visiting",3.4196339
"23650",14700,"Wilderness West","Tasmania","Visiting",0.7015461
"23651",14791,"Wilderness West","Tasmania","Visiting",3.8958328
"23652",14883,"Wilderness West","Tasmania","Visiting",1.810491
"23653",14975,"Wilderness West","Tasmania","Visiting",4.1472982
"23654",15065,"Wilderness West","Tasmania","Visiting",5.6124922
"23655",15156,"Wilderness West","Tasmania","Visiting",0
"23656",15248,"Wilderness West","Tasmania","Visiting",3.708062
"23657",15340,"Wilderness West","Tasmania","Visiting",0
"23658",15431,"Wilderness West","Tasmania","Visiting",4.4476786
"23659",15522,"Wilderness West","Tasmania","Visiting",1.1772025
"23660",15614,"Wilderness West","Tasmania","Visiting",0
"23661",15706,"Wilderness West","Tasmania","Visiting",2.7277204
"23662",15796,"Wilderness West","Tasmania","Visiting",4.9446207
"23663",15887,"Wilderness West","Tasmania","Visiting",0.6800982
"23664",15979,"Wilderness West","Tasmania","Visiting",0.6796098
"23665",16071,"Wilderness West","Tasmania","Visiting",4.6341898
"23666",16161,"Wilderness West","Tasmania","Visiting",0
"23667",16252,"Wilderness West","Tasmania","Visiting",14.4907546
"23668",16344,"Wilderness West","Tasmania","Visiting",2.3008335
"23669",16436,"Wilderness West","Tasmania","Visiting",2.717421
"23670",16526,"Wilderness West","Tasmania","Visiting",0
"23671",16617,"Wilderness West","Tasmania","Visiting",0
"23672",16709,"Wilderness West","Tasmania","Visiting",10.3765424
"23673",16801,"Wilderness West","Tasmania","Visiting",15.4405562
"23674",16892,"Wilderness West","Tasmania","Visiting",10.6365619
"23675",16983,"Wilderness West","Tasmania","Visiting",1.7761719
"23676",17075,"Wilderness West","Tasmania","Visiting",0.2918275
"23677",17167,"Wilderness West","Tasmania","Visiting",2.4194482
"23678",17257,"Wilderness West","Tasmania","Visiting",0.5802899
"23679",17348,"Wilderness West","Tasmania","Visiting",0.7262644
"23680",17440,"Wilderness West","Tasmania","Visiting",1.244361
"23681",10227,"Wimmera","Victoria","Business",2.4819126
"23682",10317,"Wimmera","Victoria","Business",17.7912125
"23683",10408,"Wimmera","Victoria","Business",5.5550584
"23684",10500,"Wimmera","Victoria","Business",3.9253101
"23685",10592,"Wimmera","Victoria","Business",14.1020678
"23686",10682,"Wimmera","Victoria","Business",4.9404488
"23687",10773,"Wimmera","Victoria","Business",0.8396397
"23688",10865,"Wimmera","Victoria","Business",12.3228653
"23689",10957,"Wimmera","Victoria","Business",1.200517
"23690",11048,"Wimmera","Victoria","Business",4.7403232
"23691",11139,"Wimmera","Victoria","Business",8.6621358
"23692",11231,"Wimmera","Victoria","Business",0
"23693",11323,"Wimmera","Victoria","Business",0
"23694",11413,"Wimmera","Victoria","Business",0
"23695",11504,"Wimmera","Victoria","Business",1.5588507
"23696",11596,"Wimmera","Victoria","Business",7.6142572
"23697",11688,"Wimmera","Victoria","Business",0
"23698",11778,"Wimmera","Victoria","Business",2.799896
"23699",11869,"Wimmera","Victoria","Business",17.6741277
"23700",11961,"Wimmera","Victoria","Business",22.731935
"23701",12053,"Wimmera","Victoria","Business",3.0686586
"23702",12143,"Wimmera","Victoria","Business",25.4190042
"23703",12234,"Wimmera","Victoria","Business",6.9271837
"23704",12326,"Wimmera","Victoria","Business",0
"23705",12418,"Wimmera","Victoria","Business",2.6217251
"23706",12509,"Wimmera","Victoria","Business",5.7740702
"23707",12600,"Wimmera","Victoria","Business",2.6026028
"23708",12692,"Wimmera","Victoria","Business",4.2100692
"23709",12784,"Wimmera","Victoria","Business",4.212663
"23710",12874,"Wimmera","Victoria","Business",0
"23711",12965,"Wimmera","Victoria","Business",7.7212107
"23712",13057,"Wimmera","Victoria","Business",21.5087106
"23713",13149,"Wimmera","Victoria","Business",1.510367
"23714",13239,"Wimmera","Victoria","Business",2.592235
"23715",13330,"Wimmera","Victoria","Business",3.664942
"23716",13422,"Wimmera","Victoria","Business",2.147584
"23717",13514,"Wimmera","Victoria","Business",7.3391687
"23718",13604,"Wimmera","Victoria","Business",9.5293791
"23719",13695,"Wimmera","Victoria","Business",0
"23720",13787,"Wimmera","Victoria","Business",17.8140266
"23721",13879,"Wimmera","Victoria","Business",1.614885
"23722",13970,"Wimmera","Victoria","Business",6.8713439
"23723",14061,"Wimmera","Victoria","Business",0
"23724",14153,"Wimmera","Victoria","Business",4.4666958
"23725",14245,"Wimmera","Victoria","Business",3.4877985
"23726",14335,"Wimmera","Victoria","Business",2.3496171
"23727",14426,"Wimmera","Victoria","Business",1.5639982
"23728",14518,"Wimmera","Victoria","Business",0
"23729",14610,"Wimmera","Victoria","Business",1.7742227
"23730",14700,"Wimmera","Victoria","Business",0.6787931
"23731",14791,"Wimmera","Victoria","Business",0
"23732",14883,"Wimmera","Victoria","Business",4.1658925
"23733",14975,"Wimmera","Victoria","Business",0
"23734",15065,"Wimmera","Victoria","Business",2.4983091
"23735",15156,"Wimmera","Victoria","Business",5.0095267
"23736",15248,"Wimmera","Victoria","Business",6.2396983
"23737",15340,"Wimmera","Victoria","Business",2.0242595
"23738",15431,"Wimmera","Victoria","Business",16.4057511
"23739",15522,"Wimmera","Victoria","Business",14.8485673
"23740",15614,"Wimmera","Victoria","Business",9.5491744
"23741",15706,"Wimmera","Victoria","Business",6.3564203
"23742",15796,"Wimmera","Victoria","Business",1.9661538
"23743",15887,"Wimmera","Victoria","Business",0
"23744",15979,"Wimmera","Victoria","Business",8.5201335
"23745",16071,"Wimmera","Victoria","Business",0
"23746",16161,"Wimmera","Victoria","Business",10.1421299
"23747",16252,"Wimmera","Victoria","Business",4.7875188
"23748",16344,"Wimmera","Victoria","Business",2.5926429
"23749",16436,"Wimmera","Victoria","Business",5.3507982
"23750",16526,"Wimmera","Victoria","Business",1.5856657
"23751",16617,"Wimmera","Victoria","Business",0
"23752",16709,"Wimmera","Victoria","Business",8.4119815
"23753",16801,"Wimmera","Victoria","Business",5.356349
"23754",16892,"Wimmera","Victoria","Business",0
"23755",16983,"Wimmera","Victoria","Business",6.3561398
"23756",17075,"Wimmera","Victoria","Business",0
"23757",17167,"Wimmera","Victoria","Business",22.5771216
"23758",17257,"Wimmera","Victoria","Business",1.0569961
"23759",17348,"Wimmera","Victoria","Business",6.4465903
"23760",17440,"Wimmera","Victoria","Business",6.7104654
"23761",10227,"Wimmera","Victoria","Holiday",1.8147991
"23762",10317,"Wimmera","Victoria","Holiday",14.1053522
"23763",10408,"Wimmera","Victoria","Holiday",13.7811636
"23764",10500,"Wimmera","Victoria","Holiday",3.9259066
"23765",10592,"Wimmera","Victoria","Holiday",25.0867456
"23766",10682,"Wimmera","Victoria","Holiday",3.727457
"23767",10773,"Wimmera","Victoria","Holiday",18.1941058
"23768",10865,"Wimmera","Victoria","Holiday",15.2368914
"23769",10957,"Wimmera","Victoria","Holiday",6.0240428
"23770",11048,"Wimmera","Victoria","Holiday",2.990003
"23771",11139,"Wimmera","Victoria","Holiday",6.2147774
"23772",11231,"Wimmera","Victoria","Holiday",4.8701984
"23773",11323,"Wimmera","Victoria","Holiday",0
"23774",11413,"Wimmera","Victoria","Holiday",16.246619
"23775",11504,"Wimmera","Victoria","Holiday",15.8141823
"23776",11596,"Wimmera","Victoria","Holiday",13.8491058
"23777",11688,"Wimmera","Victoria","Holiday",3.2964751
"23778",11778,"Wimmera","Victoria","Holiday",3.9108038
"23779",11869,"Wimmera","Victoria","Holiday",11.2484559
"23780",11961,"Wimmera","Victoria","Holiday",13.7036049
"23781",12053,"Wimmera","Victoria","Holiday",4.8250592
"23782",12143,"Wimmera","Victoria","Holiday",1.2767051
"23783",12234,"Wimmera","Victoria","Holiday",6.5865932
"23784",12326,"Wimmera","Victoria","Holiday",3.8449568
"23785",12418,"Wimmera","Victoria","Holiday",4.3400424
"23786",12509,"Wimmera","Victoria","Holiday",12.0125909
"23787",12600,"Wimmera","Victoria","Holiday",9.3291024
"23788",12692,"Wimmera","Victoria","Holiday",8.1622029
"23789",12784,"Wimmera","Victoria","Holiday",5.9569366
"23790",12874,"Wimmera","Victoria","Holiday",24.4385023
"23791",12965,"Wimmera","Victoria","Holiday",5.6776992
"23792",13057,"Wimmera","Victoria","Holiday",6.107822
"23793",13149,"Wimmera","Victoria","Holiday",13.517287
"23794",13239,"Wimmera","Victoria","Holiday",19.559978
"23795",13330,"Wimmera","Victoria","Holiday",0.456997
"23796",13422,"Wimmera","Victoria","Holiday",8.006541
"23797",13514,"Wimmera","Victoria","Holiday",2.3609213
"23798",13604,"Wimmera","Victoria","Holiday",3.0130388
"23799",13695,"Wimmera","Victoria","Holiday",1.5333935
"23800",13787,"Wimmera","Victoria","Holiday",7.4500448
"23801",13879,"Wimmera","Victoria","Holiday",6.8262848
"23802",13970,"Wimmera","Victoria","Holiday",5.2096176
"23803",14061,"Wimmera","Victoria","Holiday",15.5465734
"23804",14153,"Wimmera","Victoria","Holiday",2.4026904
"23805",14245,"Wimmera","Victoria","Holiday",4.2665837
"23806",14335,"Wimmera","Victoria","Holiday",1.6199155
"23807",14426,"Wimmera","Victoria","Holiday",19.3404985
"23808",14518,"Wimmera","Victoria","Holiday",5.0444913
"23809",14610,"Wimmera","Victoria","Holiday",5.2773047
"23810",14700,"Wimmera","Victoria","Holiday",12.8152995
"23811",14791,"Wimmera","Victoria","Holiday",2.9139902
"23812",14883,"Wimmera","Victoria","Holiday",15.1837204
"23813",14975,"Wimmera","Victoria","Holiday",10.1219106
"23814",15065,"Wimmera","Victoria","Holiday",3.3132702
"23815",15156,"Wimmera","Victoria","Holiday",20.5440904
"23816",15248,"Wimmera","Victoria","Holiday",13.0792908
"23817",15340,"Wimmera","Victoria","Holiday",4.28887
"23818",15431,"Wimmera","Victoria","Holiday",9.4437868
